Brand,Name,Picture,Year,Categorys,Note,,
Prada,Prada La Femme,o.39030.jpg,2016,"[""white floral"", ""woody"", ""tuberose"", ""yellow floral"", ""animalic"", ""powdery""]","{""middle"": [""Frangipani"", ""Tuberose"", ""iris"", ""Ylang-Ylang""], ""base"": [""Vetiver"", ""Vanilla""], ""top"": [""Spices"", ""Beeswax""]}","[""8"", ""9"", ""16"", ""8"", ""6""]","[""14"", ""26"", ""9"", ""7""]"
Prada,Infusion d Amande,o.31044.jpg,2015,"[""almond"", ""floral"", ""musky"", ""sweet"", ""soft spicy"", ""nutty""]","[""Bitter Almond"", ""Heliotrope"", ""Tonka Bean"", ""Musk"", ""Anise""]","[""5"", ""6"", ""10"", ""3"", ""8""]","[""16"", ""16"", ""6"", ""7""]"
Prada,Infusion d Iris,o.1795.jpg,2007,"[""woody"", ""balsamic"", ""powdery"", ""floral"", ""citrus""]","{""middle"": [""iris"", ""Mastic or Lentisque"", ""Galbanum""], ""base"": [""Vetiver"", ""Virginia Cedar"", ""Incense"", ""Benzoin""], ""top"": [""African Orange flower"", ""Orange"", ""Mandarin Orange"", ""Neroli""]}","[""51"", ""78"", ""285"", ""149"", ""79""]","[""228"", ""282"", ""85"", ""84""]"
Prada,Infusion d Iris 2015,o.31040.jpg,2015,"[""woody"", ""powdery"", ""citrus"", ""floral"", ""white floral"", ""balsamic""]","[""iris"", ""Italian Mandarin "", ""Tunisian Neroli"", ""Cedar"", ""Benzoin""]","[""7"", ""7"", ""8"", ""12"", ""22""]","[""18"", ""32"", ""3"", ""18""]"
Prada,Infusion d Iris C dre,o.31043.jpg,2015,"[""woody"", ""powdery"", ""balsamic"", ""floral"", ""warm spicy"", ""smoky""]","[""iris"", ""Cedar"", ""Tunisian Neroli"", ""Benzoin"", ""Incense""]","[""2"", ""1"", ""4"", ""9"", ""13""]","[""8"", ""17"", ""3"", ""12""]"
Prada,Infusion d Iris Eau de Parfum Absolue,o.14227.jpg,2012,"[""balsamic"", ""powdery"", ""floral"", ""woody"", ""white floral"", ""vanilla""]","{""middle"": [""iris"", ""Mastic or Lentisque""], ""base"": [""Musk"", ""Benzoin"", ""Tonka Bean"", ""Vanille""], ""top"": [""African Orange flower"", ""Neroli""]}","[""7"", ""17"", ""45"", ""38"", ""12""]","[""40"", ""71"", ""13"", ""15""]"
Prada,Infusion d Iris L Eau d Iris,o.17591.jpg,2013,"[""floral"", ""green"", ""woody"", ""powdery"", ""white floral""]","{""middle"": [""iris"", ""Rose"", ""Lily-of-the-Valley"", ""Orange Blossom"", ""Pink Nerium Oleander""], ""base"": [""White Musk"", ""Vanilla"", ""Woody Notes""], ""top"": [""Mint"", ""Tunisian Neroli""]}","[""12"", ""10"", ""15"", ""8"", ""5""]","[""19"", ""22"", ""7"", ""10""]"
Prada,Infusion d Oeillet,o.31045.jpg,2015,"[""warm spicy"", ""balsamic"", ""floral"", ""woody"", ""patchouli""]","[""Carnation"", ""Australian Sandalwood"", ""Styrax"", ""Indonesian Patchouli Leaf"", ""Mandarin Orange""]","[""0"", ""2"", ""4"", ""4"", ""4""]","[""8"", ""8"", ""3"", ""4""]"
Prada,Infusion de Fleur d Oranger,o.5533.jpg,2009,"[""white floral"", ""citrus"", ""tuberose"", ""sweet"", ""animalic""]","[""Orange Blossom"", ""Jasmine"", ""Tuberose"", ""Neroli"", ""Mandarin Orange""]","[""6"", ""12"", ""32"", ""14"", ""10""]","[""25"", ""41"", ""15"", ""13""]"
Prada,Infusion de Fleur d Oranger 2015,o.31041.jpg,2015,"[""white floral"", ""citrus"", ""tuberose"", ""animalic"", ""sweet"", ""soapy""]","[""Tunisian Neroli"", ""Tunisian Orange Blossom"", ""Orange Blossom"", ""Indian Tuberose"", ""Jasmine Sambac""]","[""1"", ""3"", ""7"", ""4"", ""5""]","[""7"", ""12"", ""4"", ""4""]"
Prada,Infusion de Mimosa,o.38347.jpg,2016,"[""floral"", ""sweet"", ""powdery"", ""soft spicy"", ""yellow floral""]","{""middle"": [""Mimosa"", ""Rose""], ""base"": [""Woody Notes""], ""top"": [""Anise"", ""Mandarin Orange""]}","[""0"", ""1"", ""4"", ""0"", ""2""]","[""2"", ""6"", ""0"", ""2""]"
Prada,Infusion de Rose,o.11233.jpg,2011,"[""rose"", ""green"", ""fresh spicy"", ""beeswax"", ""citrus"", ""aromatic""]","[""Beeswax"", ""Mandarin Orange"", ""Mint"", ""Turkish Rose"", ""Bulgarian Rose"", ""Mate""]","[""4"", ""3"", ""11"", ""4"", ""4""]","[""14"", ""11"", ""3"", ""9""]"
Prada,Infusion de Tubereuse,o.8142.jpg,2010,"[""citrus"", ""tuberose"", ""white floral"", ""animalic"", ""balsamic"", ""amber""]","[""Blood Orange"", ""Tuberose"", ""Petitgrain"", ""Labdanum""]","[""7"", ""6"", ""23"", ""7"", ""7""]","[""30"", ""24"", ""9"", ""9""]"
Prada,Infusion de Vetiver,o.8141.jpg,2010,"[""fresh spicy"", ""aromatic"", ""woody"", ""green"", ""earthy""]","[""Tarragon"", ""Pepper"", ""Vetiver"", ""Ginger""]","[""4"", ""7"", ""40"", ""17"", ""9""]","[""20"", ""51"", ""10"", ""8""]"
Prada,Infusion de Vetiver 2015,o.31042.jpg,2015,"[""woody"", ""fresh spicy"", ""citrus"", ""aromatic"", ""green""]","[""Haitian Vetiver"", ""Ginger"", ""Tunisian Neroli"", ""Bergamot"", ""Turkish Rose""]","[""1"", ""1"", ""10"", ""2"", ""9""]","[""7"", ""14"", ""3"", ""6""]"
Prada,Infusion d Homme,o.3794.jpg,2008,"[""powdery"", ""woody"", ""floral"", ""balsamic"", ""green""]","{""middle"": [""iris"", ""Galbanum"", ""Cedar"", ""Vetiver""], ""base"": [""Benzoin"", ""Olibanum"", ""Powdery Notes""], ""top"": [""Mandarin Orange"", ""Neroli""]}","[""12"", ""20"", ""81"", ""227"", ""56""]","[""58"", ""258"", ""82"", ""31""]"
Prada,Infusion d Iris Eau de Toilette,o.9715.jpg,2010,"[""floral"", ""powdery"", ""woody"", ""green"", ""aromatic""]","[""iris"", ""Virginia Cedar"", ""Galbanum"", ""Heliotrope"", ""Lily-of-the-Valley"", ""Violet""]","[""11"", ""17"", ""36"", ""31"", ""14""]","[""52"", ""50"", ""11"", ""14""]"
Prada,Luna Rossa,o.15754.jpg,2012,"[""aromatic"", ""fresh spicy"", ""amber"", ""citrus"", ""green""]","{""middle"": [""Clary Sage"", ""Mint""], ""base"": [""Ambrette (Musk Mallow)"", ""Ambroxan""], ""top"": [""Bitter Orange"", ""Lavender""]}","[""33"", ""34"", ""181"", ""116"", ""34""]","[""103"", ""255"", ""57"", ""26""]"
Prada,Luna Rossa 34th America s Cup Limited Edition,o.18862.jpg,2013,"[""aromatic"", ""fresh spicy"", ""amber"", ""musky"", ""citrus"", ""green""]","{""middle"": [""Clary Sage"", ""Mint""], ""base"": [""Ambroxan"", ""Ambrette (Musk Mallow)""], ""top"": [""Bitter Orange"", ""Lavender""]}","[""0"", ""1"", ""6"", ""3"", ""3""]","[""1"", ""11"", ""3"", ""3""]"
Prada,Luna Rossa Eau Sport,o.38511.jpg,2016,"[""fresh spicy"", ""citrus"", ""aromatic"", ""floral"", ""woody""]","{""middle"": [""Ginger"", ""Lavender""], ""base"": [""Cedar"", ""Ambergris""], ""top"": [""Bergamot"", ""Citron""]}","[""4"", ""7"", ""5"", ""4"", ""3""]","[""10"", ""7"", ""2"", ""3""]"
Prada,Luna Rossa Extreme,o.18882.jpg,2013,"[""fresh spicy"", ""amber"", ""aromatic"", ""vanilla"", ""balsamic""]","[""Bergamot"", ""Black Pepper"", ""Labdanum"", ""Juniper Berries"", ""Lavender"", ""Amber"", ""Vanilla""]","[""15"", ""14"", ""49"", ""155"", ""51""]","[""40"", ""130"", ""98"", ""48""]"
Prada,Luna Rossa Sport,o.31116.jpg,2015,"[""aromatic"", ""fresh spicy"", ""vanilla"", ""sweet"", ""floral"", ""balsamic""]","{""middle"": [""Lavender""], ""base"": [""Tonka Bean"", ""Vanilla""], ""top"": [""Ginger"", ""Juniper Berries""]}","[""9"", ""7"", ""30"", ""68"", ""16""]","[""20"", ""72"", ""37"", ""15""]"
Prada,Cargo de Nuit,o.32197.jpg,2015,"[""woody"", ""musky"", ""amber"", ""herbal"", ""balsamic"", ""warm spicy""]","[""Cedar"", ""Ambrette (Musk Mallow)"", ""Coumarin""]","[""0"", ""0"", ""1"", ""1"", ""3""]","[""0"", ""0"", ""1"", ""3""]"
Prada,Day For Night,o.32199.jpg,2015,"[""amber"", ""leather"", ""animalic"", ""smoky"", ""balsamic""]","[""Amber"", ""Leather""]","[""0"", ""0"", ""0"", ""1"", ""0""]","[""0"", ""0"", ""0"", ""2""]"
Prada,Double Dare,o.32201.jpg,2015,"[""leather"", ""musky"", ""animalic"", ""powdery"", ""smoky""]","[""Leather"", ""Suede""]","[""0"", ""0"", ""1"", ""0"", ""0""]","[""0"", ""0"", ""2"", ""1""]"
Prada,Heat Wave,o.32198.jpg,2015,"[""white floral"", ""herbal"", ""bitter"", ""animalic"", ""vanilla""]","[""Night blooming Cereus"", ""Jasmine"", ""Artemisia""]","[""1"", ""0"", ""1"", ""1"", ""1""]","[""1"", ""1"", ""0"", ""1""]"
Prada,Marienbad,o.32202.jpg,2015,"[""balsamic"", ""smoky"", ""leather"", ""amber"", ""animalic""]","[""Agarwood (Oud)"", ""Vanilla"", ""Amber"", ""Leather"", ""Incense""]","[""0"", ""0"", ""3"", ""1"", ""4""]","[""3"", ""0"", ""2"", ""6""]"
Prada,Nue au Soleil,o.32195.jpg,2015,"[""white floral"", ""patchouli"", ""warm spicy"", ""citrus"", ""earthy"", ""sweet""]","[""Orange Blossom"", ""Patchouli""]","[""1"", ""0"", ""0"", ""1"", ""2""]","[""1"", ""0"", ""0"", ""2""]"
Prada,Pink Flamingos,o.32200.jpg,2015,"[""cherry"", ""rose"", ""powdery"", ""floral"", ""sweet""]","[""Hamanasu or Japanese Rose"", ""iris"", ""Cherry""]","[""0"", ""0"", ""0"", ""1"", ""1""]","[""0"", ""1"", ""2"", ""1""]"
Prada,Purple Rain,o.32194.jpg,2015,"[""woody"", ""powdery"", ""floral"", ""aromatic"", ""green""]","[""iris"", ""Vetiver"", ""Neroli""]","[""0"", ""0"", ""2"", ""2"", ""1""]","[""0"", ""1"", ""3"", ""1""]"
Prada,Tainted Love,o.32193.jpg,2015,"[""powdery"", ""floral"", ""musky"", ""woody""]","[""Violet"", ""Musk""]","[""1"", ""0"", ""1"", ""1"", ""1""]","[""1"", ""2"", ""2"", ""3""]"
Prada,Un Chant D Amour,o.32196.jpg,2015,"[""fresh"", ""floral"", ""citrus"", ""white floral"", ""musky""]","[""Cotton Flower"", ""Musk"", ""Neroli""]","[""1"", ""0"", ""0"", ""0"", ""1""]","[""1"", ""0"", ""1"", ""1""]"
Prada,L Eau Ambree,o.6524.jpg,2009,"[""balsamic"", ""citrus"", ""amber"", ""patchouli"", ""vanilla"", ""sweet""]","{""middle"": [""Patchouli"", ""Rose""], ""base"": [""Opoponax"", ""Amber"", ""Vanille""], ""top"": [""Amalfi Lemon"", ""Citruses""]}","[""29"", ""35"", ""110"", ""25"", ""12""]","[""132"", ""65"", ""27"", ""21""]"
Prada,Prada Amber,o.1045.jpg,2004,"[""balsamic"", ""warm spicy"", ""amber"", ""woody"", ""patchouli""]","{""middle"": [""Honey"", ""Carnation"", ""Jasmine"", ""Ylang-Ylang"", ""Rose""], ""base"": [""Sandalwood"", ""Amber"", ""Patchouli"", ""Musk"", ""Benzoin"", ""Oakmoss"", ""Vanilla""], ""top"": [""Green Notes"", ""Tarragon"", ""Fruity Notes"", ""Bergamot""]}","[""10"", ""21"", ""61"", ""124"", ""66""]","[""44"", ""144"", ""81"", ""53""]"
Prada,Prada Amber Pour Homme Prada Man,o.1044.jpg,,"[""warm spicy"", ""balsamic"", ""aromatic"", ""citrus"", ""leather""]","{""middle"": [""Orange Blossom"", ""Musk"", ""Vetiver"", ""Geranium"", ""Myrrh""], ""base"": [""Labdanum"", ""Leather"", ""Sandalwood"", ""Tonka Bean"", ""Patchouli"", ""Vanilla"", ""Saffron""], ""top"": [""Mandarin Orange"", ""Neroli"", ""Bergamot"", ""Cardamom""]}","[""17"", ""17"", ""147"", ""309"", ""79""]","[""74"", ""387"", ""113"", ""73""]"
Prada,Prada Amber Pour Homme Intense,o.11240.jpg,2011,"[""balsamic"", ""amber"", ""patchouli"", ""warm spicy"", ""smoky""]","[""Patchouli"", ""Amber"", ""Vanille"", ""Bergamot"", ""Myrhh"", ""Labdanum"", ""Tonka Bean"", ""Geranium"", ""Orange Blossom"", ""Vetiver"", ""Musk"", ""Leather"", ""Sandalwood"", ""Saffron""]","[""9"", ""14"", ""69"", ""163"", ""44""]","[""18"", ""186"", ""92"", ""35""]"
Prada,Prada Intense,o.8303.jpg,2005,"[""balsamic"", ""patchouli"", ""citrus"", ""warm spicy"", ""vanilla"", ""powdery""]","{""middle"": [""Patchouli"", ""Peru Balsam"", ""tincture of rose"", ""Mimosa""], ""base"": [""Musk"", ""French labdanum"", ""Sandalwood"", ""Tonka Bean"", ""Vanille""], ""top"": [""Bergamot"", ""Bitter Orange"", ""Orange"", ""Mandarin Blossom""]}","[""1"", ""2"", ""7"", ""13"", ""7""]","[""4"", ""11"", ""23"", ""12""]"
Prada,Prada Tendre,o.2059.jpg,2006,"[""woody"", ""citrus"", ""balsamic"", ""warm spicy"", ""green""]","{""middle"": [""Tea Leaf"", ""Tahitian Vetiver"", ""Indian Jasmine"", ""Guatemalan Cardamom""], ""base"": [""Indonesian Patchouli Leaf"", ""Benzoin"", ""Virginia Cedar"", ""Sandalwood"", ""French labdanum""], ""top"": [""Mandarin Orange"", ""Bergamot"", ""Neroli"", ""Lemon""]}","[""3"", ""6"", ""24"", ""9"", ""6""]","[""11"", ""24"", ""16"", ""8""]"
Prada,Prada Candy,o.12426.jpg,2011,"[""caramel"", ""sweet"", ""musky"", ""balsamic"", ""warm spicy""]","{""middle"": [""Powdery Notes"", ""Musk""], ""base"": [""Vanilla"", ""Benzoin""], ""top"": [""Caramel""]}","[""145"", ""187"", ""428"", ""180"", ""79""]","[""394"", ""459"", ""110"", ""69""]"
Prada,Prada Candy Collector s Edition,o.41972.jpg,2015,"[""powdery"", ""vanilla"", ""musky"", ""caramel"", ""balsamic""]","{""middle"": [""Powdery Notes"", ""White Musk""], ""base"": [""Benzoin"", ""Vanilla""], ""top"": [""Caramel""]}","[""0"", ""0"", ""1"", ""1"", ""0""]","[""1"", ""1"", ""0"", ""0""]"
Prada,Prada Candy Florale,o.24487.jpg,2014,"[""fresh"", ""floral"", ""citrus"", ""rose"", ""caramel"", ""musky""]","{""middle"": [""Peony""], ""base"": [""Caramel"", ""Benzoin"", ""Honey"", ""Musk""], ""top"": [""Limoncello""]}","[""35"", ""24"", ""34"", ""15"", ""6""]","[""62"", ""48"", ""25"", ""13""]"
Prada,Prada Candy Florale Kiss,o.30661.jpg,2015,"[""white floral"", ""caramel"", ""citrus"", ""sweet"", ""fresh"", ""musky""]","{""middle"": [""Gardenia""], ""base"": [""Benzoin"", ""Caramel"", ""Musk"", ""Honey""], ""top"": [""Limoncello""]}","[""0"", ""0"", ""1"", ""3"", ""0""]","[""1"", ""1"", ""2"", ""0""]"
Prada,Prada Candy Kiss,o.30659.jpg,2015,"[""caramel"", ""balsamic"", ""musky"", ""warm spicy"", ""sweet""]","{""middle"": [""Benzoin""], ""base"": [""Caramel""], ""top"": [""Musk""]}","[""3"", ""2"", ""7"", ""1"", ""3""]","[""3"", ""7"", ""2"", ""6""]"
Prada,Prada Candy Kiss,o.34973.jpg,2016,"[""musky"", ""white floral"", ""vanilla"", ""sweet"", ""citrus""]","{""middle"": [""Musk"", ""Orange Blossom""], ""base"": [""Musk"", ""Vanilla""], ""top"": [""Musk""]}","[""7"", ""6"", ""20"", ""18"", ""3""]","[""18"", ""37"", ""7"", ""9""]"
Prada,Prada Candy L Eau,o.17640.jpg,2013,"[""caramel"", ""sweet"", ""white floral"", ""citrus"", ""musky"", ""balsamic""]","{""middle"": [""Sweet Pea""], ""base"": [""White Musk"", ""Benzoin"", ""Caramel""], ""top"": [""Citruses""]}","[""41"", ""48"", ""108"", ""33"", ""8""]","[""119"", ""107"", ""31"", ""27""]"
Prada,Prada Candy L Eau Kiss,o.30660.jpg,2015,"[""caramel"", ""sweet"", ""white floral"", ""musky"", ""balsamic"", ""citrus""]","{""middle"": [""Sweet Pea""], ""base"": [""Caramel"", ""Benzoin"", ""Musk""], ""top"": [""Citruses""]}","[""1"", ""0"", ""1"", ""2"", ""1""]","[""1"", ""2"", ""2"", ""2""]"
Prada,No1 Iris,o.3215.jpg,2003,"[""woody"", ""balsamic"", ""powdery"", ""floral"", ""smoky""]","[""Blood Orange"", ""iris"", ""Neroli"", ""Vetiver"", ""Musk"", ""Myrhh"", ""Incense"", ""Sandalwood"", ""Coumarin""]","[""0"", ""0"", ""1"", ""1"", ""1""]","[""0"", ""0"", ""0"", ""3""]"
Prada,No10 Myrrhe,o.3224.jpg,2008,"[""balsamic"", ""citrus"", ""smoky"", ""patchouli"", ""woody""]","[""Bergamot"", ""Cedar"", ""Lavender"", ""Myrhh"", ""Patchouli"", ""Citron""]","[""2"", ""0"", ""0"", ""1"", ""5""]","[""2"", ""5"", ""2"", ""2""]"
Prada,No11 Cuir Styrax,o.13858.jpg,2011,"[""balsamic"", ""musky"", ""leather"", ""white floral"", ""smoky"", ""woody""]","{""middle"": [""Mahogany"", ""Vanille"", ""Musk""], ""base"": [""Incense"", ""Leather""], ""top"": [""African Orange flower"", ""Neroli"", ""Styrax""]}","[""2"", ""1"", ""1"", ""0"", ""4""]","[""5"", ""5"", ""2"", ""3""]"
Prada,No14 Rossetto,o.17171.jpg,2012,"[""powdery"", ""vanilla"", ""rose"", ""floral"", ""sweet""]","[""Rose"", ""Violet"", ""Raspberry"", ""Heliotrope"", ""Vanilla"", ""Musk""]","[""0"", ""0"", ""1"", ""1"", ""3""]","[""1"", ""2"", ""3"", ""8""]"
Prada,No2 Oeillet,o.3216.jpg,2003,"[""warm spicy"", ""floral"", ""woody"", ""powdery"", ""aromatic""]","[""Carnation"", ""iris"", ""Heliotrope"", ""Vetiver"", ""Patchouli"", ""Musk"", ""Cloves"", ""May Rose"", ""Coumarin"", ""Sandalwood""]","[""0"", ""2"", ""0"", ""2"", ""5""]","[""2"", ""3"", ""3"", ""1""]"
Prada,No3 Cuir Amber,o.3217.jpg,2003,"[""warm spicy"", ""leather"", ""floral"", ""woody"", ""animalic"", ""powdery""]","[""Neroli"", ""Amber"", ""Cinnamon"", ""Rose"", ""Jasmine"", ""Heliotrope"", ""Oakmoss"", ""Patchouli"", ""Vanilla"", ""Leather"", ""Green Coriander"", ""Cloves"", ""Musk"", ""Carnation"", ""iris"", ""Sandalwood""]","[""0"", ""0"", ""2"", ""3"", ""5""]","[""2"", ""5"", ""5"", ""5""]"
Prada,No4 Fleurs d Oranger,o.3218.jpg,,"[""white floral"", ""balsamic"", ""floral"", ""tuberose"", ""rose"", ""sweet""]","[""Orange Blossom"", ""Lily-of-the-Valley"", ""Jasmine"", ""Rose"", ""Tuberose"", ""Patchouli"", ""Vanilla"", ""Musk"", ""Sandalwood"", ""Myrrh Oil"", ""Coumarin""]","[""1"", ""0"", ""2"", ""2"", ""3""]","[""2"", ""5"", ""1"", ""2""]"
Prada,No5 Narciso,o.3219.jpg,2007,"[""green"", ""yellow floral"", ""citrus"", ""white floral"", ""aromatic"", ""woody""]","{""middle"": [""Narcissus""], ""base"": [""Olibanum""], ""top"": [""Vetiver"", ""Musk"", ""African Orange flower"", ""Beeswax"", ""Bergamot""]}","[""0"", ""0"", ""0"", ""0"", ""5""]","[""0"", ""5"", ""1"", ""1""]"
Prada,No6 Tubereuse,o.3220.jpg,2007,"[""white floral"", ""tuberose"", ""rose"", ""green"", ""floral"", ""powdery""]","[""Tuberose"", ""Neroli"", ""Rose"", ""Violet"", ""Musk"", ""Mate""]","[""0"", ""1"", ""1"", ""0"", ""1""]","[""0"", ""0"", ""1"", ""4""]"
Prada,No7 Violette,o.3221.jpg,2007,"[""powdery"", ""floral"", ""woody"", ""green"", ""aromatic"", ""leather""]","[""iris"", ""Violet"", ""Leather"", ""Galbanum"", ""Cassis"", ""May Rose""]","[""0"", ""1"", ""1"", ""2"", ""8""]","[""1"", ""4"", ""4"", ""3""]"
Prada,No8 Opopanax,o.3222.jpg,2008,"[""balsamic"", ""amber"", ""green"", ""woody"", ""sweet""]","[""Bergamot"", ""Opoponax"", ""Galbanum"", ""Amber"", ""Labdanum"", ""Sandalwood""]","[""1"", ""0"", ""2"", ""1"", ""7""]","[""1"", ""6"", ""1"", ""6""]"
Prada,No9 Benjoin,o.3223.jpg,2008,"[""balsamic"", ""vanilla"", ""citrus"", ""musky"", ""warm spicy""]","[""Bitter Orange"", ""Styrax"", ""Benzoin"", ""Vanilla"", ""Musk""]","[""4"", ""2"", ""1"", ""3"", ""4""]","[""4"", ""4"", ""1"", ""3""]"
Roja Dove,Beguiled,o.31498.jpg,2015,null,null,"[""1"", ""0"", ""1"", ""2"", ""0""]","[""1"", ""3"", ""0"", ""1""]"
Roja Dove,Britannia,o.38675.jpg,2016,"[""powdery"", ""floral"", ""citrus"", ""woody"", ""vanilla""]","{""middle"": [""Rose de Mai"", ""Jasmine"", ""Champaca"", ""Heliotrope"", ""Cassia"", ""Violet"", ""Peach""], ""base"": [""Cinnamon"", ""Cloves"", ""Patchouli"", ""Vetiver"", ""Sandalwood"", ""Vanilla"", ""Cacao"", ""Musk"", ""Orris Root"", ""Ambergris""], ""top"": [""Citron"", ""Bergamot"", ""Mandarin Orange"", ""Tangerine""]}","[""0"", ""1"", ""1"", ""3"", ""0""]","[""0"", ""6"", ""0"", ""1""]"
Roja Dove,Britannia Jubilee Limited Edition,o.38671.jpg,2012,"[""white floral"", ""powdery"", ""vanilla"", ""floral"", ""rose""]","{""middle"": [""Olibanum"", ""Myrrh"", ""Musk"", ""Camellia""], ""base"": [""Red Rose"", ""White Rose"", ""Lily""], ""top"": [""Syringa"", ""Orris Root"", ""Bourbon Vanilla""]}","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Roja Dove,Danger,o.17935.jpg,2011,"[""powdery"", ""woody"", ""white floral"", ""balsamic"", ""sweet"", ""warm spicy""]","{""middle"": [""Gardenia"", ""Jasmine"", ""Peach"", ""May Rose"", ""Violet"", ""Ylang-Ylang""], ""base"": [""Cloves"", ""Patchouli"", ""Sandalwood"", ""Musk"", ""Orris Root"", ""Tonka Bean"", ""Vanilla""], ""top"": [""Bergamot"", ""Grapefruit"", ""Lemon"", ""Mandarin Orange"", ""Lemon Verbena""]}","[""2"", ""2"", ""0"", ""5"", ""3""]","[""3"", ""4"", ""6"", ""5""]"
Roja Dove,Danger Pour Homme,o.17934.jpg,2011,"[""woody"", ""aromatic"", ""fresh spicy"", ""green"", ""animalic"", ""floral""]","{""middle"": [""Jasmine"", ""Lily-of-the-Valley"", ""Violet""], ""base"": [""Cedar"", ""Cloves"", ""Galbanum"", ""Oakmoss"", ""Patchouli"", ""Rhubarb"", ""Vetiver"", ""Woody Notes"", ""Ambergris"", ""Castoreum"", ""Leather"", ""Musk"", ""Tonka Bean"", ""Vanilla""], ""top"": [""Bergamot"", ""Lemon"", ""Cumin"", ""Tarragon"", ""Lavender""]}","[""4"", ""1"", ""6"", ""8"", ""25""]","[""4"", ""12"", ""21"", ""16""]"
Roja Dove,Enigma,o.20558.jpg,2013,"[""powdery"", ""woody"", ""floral"", ""vanilla"", ""yellow floral"", ""sweet""]","{""middle"": [""Ylang-Ylang"", ""Jasmine"", ""Rose"", ""Heliotrope"", ""Geranium""], ""base"": [""Vanilla"", ""Sandalwood"", ""Patchouli"", ""Orris Root"", ""Musk"", ""Ambergris""], ""top"": [""Bergamot"", ""Neroli"", ""Peach""]}","[""3"", ""2"", ""1"", ""5"", ""5""]","[""1"", ""6"", ""5"", ""2""]"
Roja Dove,Enigma Parfum d Or,o.31496.jpg,,"[""powdery"", ""floral"", ""musky"", ""woody"", ""sweet"", ""fruity""]","{""middle"": [""Geranium"", ""Heliotrope"", ""Jasmine"", ""Neroli"", ""Peach"", ""Rose"", ""Ylang-Ylang""], ""base"": [""Ambergris"", ""Musk"", ""Orris Root"", ""Patchouli"", ""Sandalwood"", ""Vanilla Absolute""], ""top"": [""Bergamot""]}","[""0"", ""1"", ""1"", ""1"", ""0""]","[""1"", ""2"", ""1"", ""2""]"
Roja Dove,Enigma Pour Homme,o.20559.jpg,2013,"[""fresh spicy"", ""vanilla"", ""warm spicy"", ""tobacco"", ""sweet"", ""woody""]","{""middle"": [""Jasmine"", ""Ginger"", ""Tobacco"", ""Cognac""], ""base"": [""Vanilla"", ""Patchouli"", ""Benzoin""], ""top"": [""Bergamot"", ""Neroli"", ""Black Pepper""]}","[""5"", ""2"", ""8"", ""27"", ""35""]","[""9"", ""30"", ""42"", ""34""]"
Roja Dove,Enslaved,o.5322.jpg,2007,"[""woody"", ""amber"", ""aromatic"", ""floral"", ""musky"", ""earthy""]","{""middle"": [""Carnation"", ""Jasmine"", ""Ylang-Ylang"", ""Rose"", ""Geranium"", ""Orange Blossom""], ""base"": [""Labdanum"", ""Amber"", ""Patchouli"", ""Musk"", ""Oakmoss"", ""Vetiver"", ""Cedar""], ""top"": [""Bergamot"", ""Lemon"", ""Lime"", ""Lavender""]}","[""3"", ""2"", ""2"", ""6"", ""8""]","[""4"", ""5"", ""12"", ""6""]"
Roja Dove,Fetish,o.17198.jpg,2012,"[""woody"", ""green"", ""earthy"", ""aromatic"", ""white floral"", ""warm spicy""]","{""middle"": [""Rose"", ""Ylang-Ylang"", ""Jasmine"", ""Tuberose""], ""base"": [""Galbanum"", ""Cinnamon"", ""Cloves"", ""Cedar"", ""Oakmoss"", ""Patchouli"", ""Vetiver"", ""Castoreum"", ""Musk""], ""top"": [""Bergamot"", ""Petitgrain""]}","[""1"", ""1"", ""2"", ""2"", ""1""]","[""3"", ""1"", ""9"", ""5""]"
Roja Dove,Fetish Pour Homme,o.17933.jpg,2012,"[""leather"", ""citrus"", ""woody"", ""warm spicy"", ""balsamic""]","{""middle"": [""Fig"", ""Jasmine"", ""Neroli"", ""Violet""], ""base"": [""Cardamom"", ""Cinnamon"", ""elemi"", ""Oakmoss"", ""Patchouli"", ""Pepper"", ""Vetiver"", ""Ambergris"", ""Benzoin"", ""Castoreum"", ""Labdanum"", ""Leather"", ""Musk"", ""Vanilla""], ""top"": [""Bergamot"", ""Lemon"", ""Lime""]}","[""7"", ""0"", ""2"", ""20"", ""35""]","[""8"", ""9"", ""40"", ""20""]"
Roja Dove,Great Britain,o.32537.jpg,2015,"[""leather"", ""smoky"", ""woody"", ""animalic"", ""aromatic"", ""white floral""]","[""Leather"", ""Labdanum"", ""Castoreum"", ""Rose"", ""Jasmine"", ""Cedar"", ""Bergamot"", ""Lemon"", ""Sage""]","[""0"", ""0"", ""1"", ""5"", ""4""]","[""1"", ""6"", ""6"", ""6""]"
